,Year,Organization,Type,Standing,Allocation
1323,2014,Transfer and Re-Entry Endowment Fund,AAVP,,$500.00
1324,2014,Undergraduate Graduate Mentorship Program,AAVP,,"$1,500.00"
1325,2014,SAO Stipend,SAO,,"$4,000.00"
1326,2014,Chief-of-Staff Stipend,SAO,,"$1,500.00"
1327,2014,SAO Discretionary Fund,SAO,,"$6,500.00"
1328,2014,Attorney General,AG,,"$1,000.00"
1329,2014,Commissioner of Diversity Affairs,CDA,,"$1,000.00"
1330,2014,Comptroller General,CG,,"$1,000.00"
1331,2014,Election Council,EC,,"$20,000.00"
1332,2014,Finance Officer,FO,,"$1,500.00"
1333,2014,Judicial Council,JC,,$750.00
1334,2014,Marketing and Communications Director,MCD,,"$1,000.00"
1335,2014,(Under MCD) Marketing and Communications,MCD,,"$1,000.00"
1336,2014,Solicitor General,SG,,"$1,000.00"
1337,2014,"Senators Stipend ($1,000.00 each)",,,$0.00
1338,2014,Senators Discretionary Fund ($500.00 each),,,"$10,000.00"
1339,2014,Cooperative Opportunity Fund,COF,,"$14,000.00"
1340,2014,Greek Opportunity Fund,GOF,,"$14,000.00"
1341,2014,Legal Defense Fund (Transfer from Carry Forward),,,"$16,000.00"
1342,2014,Oski Scholarship,,,$500.00
1343,2014,Outstanding Student Recognition Program,,,"$1,250.00"
1344,2014,RISE Scholarship (Transfer from Carry Forward),,,"$5,000.00"
1345,2014,Senate Contingency,,,"$30,000.00"
1346,2014,Senate Only,,,"$5,000.00"
1347,2014,Space Reservation Fund (From CACSSF),,,"$33,333.00"
1348,2014,From CASSA,CASSA,,"$83,334.00"
1349,2014,ASUC Allocation to the Graduate Assembly,GRAD,,"$425,600.00"
1350,2015,Al-Bayan,PUB,15,"$1,200.00"
1351,2015,BARE Magazine,PUB,9,"$3,940.00"
1352,2015,Bears Beyond Bars,PUB,1,$100.00
1353,2015,Berkeley Fiction Review,PUB,32,"$1,300.00"
1354,2015,Berkeley Poetry Review,PUB,21,"$2,500.00"
1355,2015,Berkeley Political Review,PUB,14,"$5,000.00"
1356,2015,Berkeley Science Review,PUB,15,"$2,100.00"
1357,2015,Blue and Gold Yearbook,PUB,2,$900.00
1358,2015,Cal Literature and Arts Magazine,PUB,18,"$1,400.00"
1359,2015,Caliber Magazine,PUB,6,"$7,000.00"
1360,2015,CalTV,PUB,11,"$3,000.00"
1361,2015,Chévere,PUB,1,$700.00
1362,2015,Clio's Scroll,PUB,16,"$1,100.00"
1363,2015,Han Sori at Berkeley,PUB,2,$900.00
1364,2015,hardboiled newsmagazine,PUB,19,"$4,200.00"
1365,2015,Insight at Berkeley,PUB,1,$650.00
1366,2015,Intercollegiate Finance Journal at Berkeley,PUB,1,$300.00
1367,2015,International Youth and Students for Social Equality Publications Group,PUB,3,$800.00
1368,2015,Maganda Magazine,PUB,26,"$1,800.00"
1369,2015,Morning Sign Out,PUB,1,$700.00
1370,2015,Perspective Magazine,PUB,19,"$2,500.00"
1371,2015,Spoon University at Berkeley,PUB,2,$900.00
1372,2015,Technology Review at Berkeley,PUB,2,$400.00
1373,2015,The B-Side,PUB,2,$300.00
1374,2015,The Folio English Academic Journal,PUB,4,$800.00
1375,2015,The Heuristic Squelch,PUB,19,"$7,000.00"
1376,2015,The Public Health Advocate,PUB,11,$500.00
1377,2015,The Smart Ass,PUB,17,"$3,000.00"
1378,2015,To an Unknown God,PUB,7,"$2,800.00"
1379,2015,Undergraduate Journal of Classics at Berkeley,PUB,1,$700.00
1380,2015,Undergraduate Journal of Psychology at Berkeley,PUB,4,$600.00
1381,2015,[make]new,SAG,2,$500.00
1382,2015,Abba Modern,SAG,4,$600.00
1383,2015,acts2fellowship,SAG,14,"$3,000.00"
1384,2015,Afghan Student Association,SAG,7,$600.00
1385,2015,AFX Dance,SAG,3,$500.00
1386,2015,Alpha Epsilon Zeta,SAG,11,"$1,600.00"
1387,2015,Alpha Kappa Psi,SAG,5,$800.00
1388,2015,Alpha Phi Omega,SAG,30,"$4,000.00"
1389,2015,Alumni of Ecole Polytechnique at Berkeley,SAG,1,$400.00
1390,2015,Ambience,SAG,3,$0.00
1391,2015,American Advertising Federation,SAG,1,$400.00
1392,2015,American Institute of Architecture Students,SAG,7,$0.00
1393,2015,American Medical Student Association,SAG,17,$500.00
1394,2015,American Medical Women's Association,SAG,2,$500.00
1395,2015,American Parliamentary Debate Society of Berkeley,SAG,4,$500.00
1396,2015,Arab Student Union,SAG,5,$500.00
1397,2015,Argentine Tango Club of Berkeley,SAG,5,$800.00
1398,2015,Armenian Student Association,SAG,33,"$1,700.00"
1399,2015,Ascend,SAG,7,$300.00
1400,2015,Asha for Education,SAG,11,"$1,000.00"
1401,2015,Asian American Association,SAG,18,"$7,600.00"
1402,2015,Asian American Christian Fellowship,SAG,2,$500.00
1403,2015,Association for Muslim Professional Development,SAG,9,"$1,100.00"
1404,2015,Association of Chinese Entrepreneurs,SAG,2,$500.00
1405,2015,Association of Psychology Undergraduates,SAG,15,$220.00
1406,2015,Ballet Company at Berkeley,SAG,4,$400.00
1407,2015,Ballet Folklorico Reflejos de Mexico,SAG,3,$500.00
1408,2015,"BAMN - Coalition to Defend Affirmative Action, Integration, and Immigrant Rights and Fight for Equality By Any Means N",SAG,17,"$2,700.00"
1409,2015,Berkast,SAG,2,$0.00
1410,2015,Berkeley Business Society,SAG,9,$750.00
1411,2015,Berkeley Carillon Guild,SAG,12,$220.00
1412,2015,Berkeley Chinese Students and Scholars Association,SAG,10,"$1,200.00"
1413,2015,Berkeley College Republicans,SAG,20,"$3,300.00"
1414,2015,Berkeley Indonesian Student Association,SAG,1,$150.00
1415,2015,Berkeley Model United Nations Conference,SAG,23,$0.00
1416,2015,Berkeley New Music Project,SAG,1,$400.00
1417,2015,Berkeley Opinion,SAG,2,$500.00
1418,2015,Berkeley Organization for Animal Advocacy,SAG,16,"$1,100.00"
1419,2015,Berkeley Women in Business,SAG,13,$300.00
1420,2015,Biological Artistic Design,SAG,1,$400.00
1421,2015,Black Student Union,SAG,6,"$1,000.00"
1422,2015,Burma Association at Berkeley,SAG,1,$400.00
1423,2015,Business Careers in Entertainment Club,SAG,2,$500.00
1424,2015,Cal Actuarial League,SAG,11,$400.00
1425,2015,Cal Animage Alpha,SAG,5,$270.00
1426,2015,Cal Berkeley Democrats,SAG,18,"$3,600.00"
1427,2015,Cal Dragon Boat,SAG,11,"$1,500.00"
1428,2015,Cal Hawaii Club,SAG,28,"$1,800.00"
1429,2015,Cal Hiking and Outdoor Society,SAG,66,"$1,500.00"
1430,2015,Cal in the Capital,SAG,38,$900.00
1431,2015,Cal Japan Club,SAG,8,$400.00
1432,2015,Cal Performances Student Ambassadors for the Arts,SAG,1,$400.00
1433,2015,Cal Pre-Vet Club,SAG,6,$210.00
1434,2015,Cal Taiko,SAG,11,"$2,700.00"
1435,2015,Cal Undergraduate Public Health Coalition,SAG,12,$550.00
1436,2015,CalGreek Programming Council,SAG,2,$400.00
1437,2015,California Mock Trial,SAG,16,"$17,500.00"
1438,2015,Californium Brewing and Winemaking,SAG,2,$480.00
1439,2015,CalSLAM,SAG,12,$500.00
1440,2015,Catholic Students at Cal-Newman Hall,SAG,4,$350.00
1441,2015,Channel University,SAG,1,$400.00
1442,2015,China Scholarship Council at Berkeley,SAG,1,$400.00
1443,2015,Chinese A Cappella at Berkeley,SAG,2,$500.00
1444,2015,Chinese People Union,SAG,12,"$1,300.00"
1445,2015,Chinese Student Association,SAG,26,"$3,000.00"
1446,2015,Christian Medical and Dental Associations Chapter at Berkeley,SAG,3,$170.00
1447,2015,Chun Jin Ahm,SAG,2,$455.00
1448,2015,Circle K International,SAG,21,"$3,500.00"
1449,2015,CNMAT Users Group,SAG,1,$400.00
1450,2015,Cognitive Science Students Association,SAG,17,$500.00
1451,2015,Colombians at Berkeley,SAG,1,$400.00
1452,2015,Committee for Korea Studies,SAG,11,$500.00
1453,2015,Common Cause/Democracy Matters of Berkeley,SAG,4,$235.00
1454,2015,Computer Science Undergraduate Association,SAG,41,"$1,700.00"
1455,2015,Conservation & Resource Studies Student Organization,SAG,6,$350.00
1456,2015,Consulting Club at Berkeley,SAG,1,$400.00
1457,2015,Creative Marketing Group,SAG,3,$500.00
1458,2015,Curling Club at Berkeley,SAG,3,$500.00
1459,2015,D1abears,SAG,1,$400.00
1460,2015,Danceworx,SAG,19,"$2,000.00"
1461,2015,DeCadence A Cappella,SAG,16,$700.00
1462,2015,Delta Phi Epsilon Co-Ed Professional Foreign Service Fraternity,SAG,13,$500.00
1463,2015,Delta Sigma Pi,SAG,10,"$1,000.00"
1464,2015,Design for America,SAG,4,$350.00
1465,2015,East Asian Languages & Cultures Undergraduate Student Association,SAG,6,$200.00
1466,2015,East Asian Union,SAG,5,$600.00
1467,2015,Eggster Organization,SAG,15,"$1,400.00"
1468,2015,EGO: UC Berkeley's Korean Traditional Percussion Group,SAG,5,$500.00
1469,2015,Engineering Student Council,SAG,23,"$76,300.00"
1470,2015,Engineers for a Sustainable World  - Berkeley,SAG,2,$0.00
1471,2015,English Undergraduate Association,SAG,10,$100.00
1472,2015,EOP Student Association,SAG,3,$500.00
1473,2015,eSports at Berkeley,SAG,3,$230.00
1474,2015,Eta Omega Chi,SAG,1,$400.00
1475,2015,Fashion and Student Trends - FAST,SAG,4,$400.00
1476,2015,Fei Tian Dancers,SAG,12,$500.00
1477,2015,Fellowship In Christ Berkeley,SAG,10,$300.00
1478,2015,Film Friends of Berkeley,SAG,2,$500.00
1479,2015,Finance and Entrepreneurship Club,SAG,1,$250.00
1480,2015,Food Science and Tech at Cal,SAG,2,$0.00
1481,2015,Foresight Pre-Optometry Club,SAG,24,"$1,050.00"
1482,2015,Formula SAE,SAG,3,$0.00
1483,2015,"Future Business Leaders of America - Phi Beta Lambda, Inc.",SAG,11,"$1,600.00"
1484,2015,Go Game at Berkeley,SAG,3,$500.00
1485,2015,Golden Bear Competitive Bhangra,SAG,1,$400.00
1486,2015,Golden Bears Aikido Club,SAG,1,$0.00
1487,2015,Golden Squares (formerly Square Up),SAG,2,$400.00
1488,2015,Haas Business School Association,SAG,4,"$2,000.00"
1489,2015,Haas Undergraduate Black Business Association,SAG,9,$0.00
1490,2015,Hindu Students Council,SAG,8,$850.00
1491,2015,Hong Kong Student Association,SAG,23,"$2,000.00"
1492,2015,Horn of Africa Student Association,SAG,20,$500.00
1493,2015,Human Rights of the Incarcerated at UC Berkeley,SAG,3,$200.00
1494,2015,Humans of Berkeley,SAG,2,$500.00
1495,2015,Indian Students Association,SAG,12,"$7,000.00"
1496,2015,Indus,SAG,27,"$11,000.00"
1497,2015,Ink at Berkeley,SAG,2,$500.00
1498,2015,Institute of Transportation Engineers at Berkeley,SAG,9,$0.00
1499,2015,Interfaith Action Initiative,SAG,1,$300.00
1500,2015,International Students Association at Berkeley,SAG,15,$510.00
1501,2015,International Youth and Students for Social Equality,SAG,3,$450.00
1502,2015,InterVarsity Christian Fellowship,SAG,17,"$3,200.00"
1503,2015,Investment Banking Student Association of Berkeley,SAG,2,$500.00
1504,2015,Irish Dancers of Berkeley,SAG,2,$200.00
1505,2015,Italian Society at Berkeley (formerly Italian International Student Association),SAG,15,"$1,000.00"
1506,2015,Jericho!,SAG,10,$500.00
1507,2015,Jewish Student Union,SAG,38,"$13,500.00"
1508,2015,Kairos Christian Fellowship,SAG,8,$700.00
1509,2015,Kappa Alpha Pi,SAG,1,$400.00
1510,2015,Kappa Gamma Delta,SAG,13,$900.00
1511,2015,Kendo Club,SAG,2,$400.00
1512,2015,Klesis,SAG,4,$600.00
1513,2015,Koinonia Campus Fellowship,SAG,11,"$1,250.00"
1514,2015,Kojobs at Berkeley,SAG,1,$200.00
1515,2015,Korean American Student Organization,SAG,34,"$4,300.00"
1516,2015,Korean Performance Group,SAG,1,$400.00
1517,2015,Korean Undergraduate Networking Association,SAG,8,$400.00
1518,2015,K-Popular at Berkeley,SAG,5,$500.00
1519,2015,Latin American Leadership Society,SAG,1,$400.00
1520,2015,Latino Pre-Law Society,SAG,13,$900.00
1521,2015,Lebanese Student Association at Berkeley (LSAB),SAG,2,$500.00
1522,2015,Liberty in North Korea Berkeley Chapter,SAG,11,$500.00
1523,2015,Lindy on Sproul,SAG,5,$700.00
1524,2015,Logging Sports Team,SAG,1,$400.00
1525,2015,Mahjong Club,SAG,1,$300.00
1526,2015,Main Stacks,SAG,7,$900.00
1527,2015,Mariachi Luz de Oro de Berkeley,SAG,4,$500.00
1528,2015,Marketing Community at Berkeley,SAG,2,$400.00
1529,2015,Mexican Association of Students at Berkeley,SAG,2,$400.00
1530,2015,Mind Body Nutrition: Students for Integrative and Preventive Medicine,SAG,3,$500.00
1531,2015,Mirai Collective (Formerly Bezerkeley),SAG,5,$700.00
1532,2015,Miss Universe at Berkeley,SAG,2,$450.00
1533,2015,Molecular and Cell Biology Cell Developmental Neurobiological Association - MCBcDNA,SAG,2,$300.00
1534,2015,Molecular Cell Biology Undergraduate Student Association,SAG,2,$500.00
1535,2015,Movement,SAG,15,"$3,700.00"
1536,2015,Music Information Retrieval at Berkeley,SAG,1,$200.00
1537,2015,Muslim Interscholastic Tournament: Northern California Chapter,SAG,1,$400.00
1538,2015,Muslim Student Association,SAG,29,"$9,600.00"
1539,2015,National Organization for Women,SAG,16,$800.00
1540,2015,National Society of Leadership and Success,SAG,2,$200.00
1541,2015,Natya at Berkeley,SAG,2,$500.00
1542,2015,Net Impact Berkeley,SAG,14,$600.00
1543,2015,Nigerian Students Association,SAG,3,$500.00
1544,2015,Nikkei Student Union,SAG,14,"$1,500.00"
1545,2015,Non-Binary Alliance,SAG,1,$70.00
1546,2015,Olive Tree Initiative,SAG,5,$600.00
1547,2015,Omicron Delta Epsilon Economics Honors Society,SAG,9,$400.00
1548,2015,Organización Para Asiaticos Latinos at Berkeley,SAG,2,$0.00
1549,2015,Organization of African Students at Berkeley (Chama Cha Waafrika),SAG,3,$500.00
1550,2015,"Out in Science, Technology, Engineering, and Mathematics",SAG,5,$0.00
1551,2015,OUTLAW at Berkeley,SAG,3,$500.00
1552,2015,Outlet,SAG,2,$400.00
1553,2015,Pakistani Student Association,SAG,12,"$1,000.00"
1554,2015,Parliamentary Debate at Berkeley,SAG,6,"$2,300.00"
1555,2015,Partnership for Pre-Professional Pilipinos,SAG,15,"$1,000.00"
1556,2015,PartySafe at Cal,SAG,3,$500.00
1557,2015,"Peers Espousing Amiability, Cooperation, and Education",SAG,3,$350.00
1558,2015,Phalanx: Pre-Medical Consulting,SAG,2,$250.00
1559,2015,"Phi Alpha Delta Law Fraternity, International",SAG,7,$400.00
1560,2015,Phi Alpha Theta,SAG,11,$700.00
1561,2015,Phi Chi Pre-Medical Fraternity,SAG,5,$500.00
1562,2015,Phi Delta Epsilon,SAG,8,$500.00
1563,2015,Phi Sigma Pi National Honor Fraternity,SAG,14,$0.00
1564,2015,Pi Sigma Epsilon,SAG,3,$500.00
1565,2015,Pi Tau Sigma,SAG,1,$400.00
1566,2015,Pilipino American Alliance,SAG,25,"$7,520.00"
1567,2015,Pilipino Association for Health Careers,SAG,23,"$2,000.00"
1568,2015,"Pilipino Association of Scientists, Architects and Engineers",SAG,27,$700.00
1569,2015,Pokemon Club at Berkeley,SAG,3,$500.00
1570,2015,Portraits of Kindness at Berkleley,SAG,3,$500.00
1571,2015,PreDental Society,SAG,33,$300.00
1572,2015,Pre-Health Society,SAG,9,$500.00
1573,2015,PreMed at Berkeley,SAG,1,$400.00
1574,2015,Pre-Nursing Society,SAG,5,$500.00
1575,2015,"Pre-Pharmacy Informational, Learning and Leadership Society",SAG,15,"$2,000.00"
1576,2015,"Project Pengyou, Berkeley Chapter",SAG,1,$200.00
1577,2015,Psi Chi,SAG,9,$200.00
1578,2015,Quiz Bowl Club,SAG,20,$300.00
1579,2015,Ra-On,SAG,5,$750.00
1580,2015,Regents' and Chancellor's Scholars Association,SAG,2,$200.00
1581,2015,RISE - Rising Immigrant Scholars through Education,SAG,7,"$3,000.00"
1582,2015,Rubik's Cube Club at Berkeley,SAG,3,$475.00
1583,2015,SACNAS at Berkeley: Undergraduate Chapter,SAG,3,$500.00
1584,2015,Salsa at Cal,SAG,5,$550.00
1585,2015,Sigma Alpha Nu,SAG,8,$250.00
1586,2015,Sigma Iota Rho - International Studies Honor Society (SIR),SAG,1,$400.00
1587,2015,Sigma Psi Zeta,SAG,1,$400.00
1588,2015,Sikh Student Association,SAG,10,$900.00
1589,2015,Singapore Malaysia Student Association,SAG,8,$400.00
1590,2015,Smash at Berkeley,SAG,1,$300.00
1591,2015,Social Welfare Association for the Greater Good,SAG,2,$200.00
1592,2015,Socially Engaged Engineers,SAG,1,$300.00
1593,2015,Society for Collegiate Leadership and Achievement,SAG,1,$100.00
1594,2015,Society of Asian Scientists and Engineers,SAG,4,$200.00
1595,2015,Society of Physics Students at Berkeley,SAG,2,$500.00
1596,2015,Sociological Research Symposium Committee,SAG,2,$500.00
1597,2015,Space Exploration Society at Berkeley,SAG,2,$500.00
1598,2015,Speech at Berkeley,SAG,6,$750.00
1599,2015,SPIRE,SAG,2,$500.00
1600,2015,Steel Bridge Competition Team,SAG,2,$0.00
1601,2015,Strait Talk,SAG,8,$600.00
1602,2015,Student Human Resources Association,SAG,3,$400.00
1603,2015,Student Organic Gardening Association,SAG,2,$500.00
1604,2015,Student Premed Advising Network,SAG,1,$400.00
1605,2015,Student Society for Stem Cell Research,SAG,3,$400.00
1606,2015,Students for Hip Hop,SAG,15,"$6,500.00"
1607,2015,Students for Justice in Palestine,SAG,10,$600.00
1608,2015,Students for Liberty,SAG,6,$400.00
1609,2015,Students for Life at Berkeley,SAG,17,"$1,000.00"
1610,2015,"Students for Sensible Drug Policy, UC Berkeley Chapter",SAG,5,$800.00
1611,2015,Taiwanese American Student Association,SAG,19,"$2,000.00"
1612,2015,Taiwanese Student Association,SAG,19,"$2,000.00"
1613,2015,TBD Comedy,SAG,4,$400.00
1614,2015,Tennis At Cal,SAG,2,$300.00
1615,2015,Tequity,SAG,2,$500.00
1616,2015,The Berkeley Forum,SAG,4,"$2,450.00"
1617,2015,The Berkeley Group,SAG,13,"$1,600.00"
1618,2015,The Californians,SAG,13,"$2,100.00"
1619,2015,The Classical Forum at Berkeley,SAG,1,$400.00
1620,2015,The Music Connection,SAG,7,$300.00
1621,2015,Theatre Rice: Modern Asian-American Theater,SAG,16,"$3,100.00"
1622,2015,Theta Tau,SAG,5,$0.00
1623,2015,Thought Lounge,SAG,1,$400.00
1624,2015,THRIVE Dance Company,SAG,4,$500.00
1625,2015,Tiny House in My Backyard,SAG,2,$400.00
1626,2015,Toxicology Student Association of Berkeley,SAG,5,$500.00
1627,2015,TrueLement,SAG,1,$400.00
1628,2015,Tzu Chi Compassion Relief Foundation,SAG,8,$300.00
1629,2015,UC Berkeley Azaad,SAG,3,$500.00
1630,2015,UC Jazz Ensembles,SAG,29,"$1,500.00"
1631,2015,Undergraduate Communications Association,SAG,2,$400.00
1632,2015,Undergraduate Economics Association,SAG,15,$350.00
1633,2015,Undergraduate Financial Association/Undergraduate Management Consulting Group,SAG,8,$300.00
1634,2015,Undergraduate Marketing Association,SAG,19,$500.00
1635,2015,Undergraduate Real Estate Club,SAG,2,$500.00
1636,2015,Undergraduate Statistics Association at Berkeley,SAG,1,$400.00
1637,2015,University of California at Berkeley Model United Nations,SAG,23,"$7,000.00"
1638,2015,University of California Rally Committee,SAG,115,"$35,000.00"
1639,2015,Upsilon Pi Epsilon,SAG,2,$500.00
1640,2015,Women Empowerment,SAG,1,$400.00
1641,2015,Women in Mathematics at Berkeley,SAG,2,$500.00
1642,2015,World Peace Buddhists,SAG,1,$400.00
1643,2015,100 Strong,SISG,2,$600.00
1644,2015,"Alpha Kappa Alpha Sorority, Inc. - Rho Chapter",SISG,2,$600.00
1645,2015,"Alpha Phi Alpha Fraternity, Inc. Alpha Epsilon Chapter",SISG,13,"$2,000.00"
1646,2015,Alternative Breaks,SISG,13,"$2,400.00"
1647,2015,American Bone Health at Berkeley,SISG,1,$500.00
1648,2015,American Red Cross at Cal,SISG,11,"$5,000.00"
1649,2015,Amnesty International,SISG,35,$500.00
1650,2015,Anti-Trafficking Coalition at Berkeley,SISG,7,"$1,000.00"
1651,2015,Arab Recruitment and Retention Center,SISG,1,$500.00
1652,2015,Art of Living,SISG,6,$500.00
1653,2015,Asian American Pacific Islander Research Group,SISG,3,$600.00
1654,2015,ASUC Student Legal Clinic,SISG,32,"$2,000.00"
1655,2015,Autism Speaks U at Berkeley,SISG,5,$900.00
1656,2015,Bay-Area Environmentally Aware Consulting Network,SISG,8,$650.00
1657,2015,Bears for Elder Welfare,SISG,4,$500.00
1658,2015,Bears for UNICEF,SISG,13,$500.00
1659,2015,BERKELEY Bhagat Puran Singh Health Initiative,SISG,1,$300.00
1660,2015,Berkeley Cambodian Student Association,SISG,1,$500.00
1661,2015,Berkeley City College Service Community,SISG,4,$400.00
1662,2015,Berkeley Medical Reserve Corps,SISG,2,$600.00
1663,2015,Best Buddies at Berkeley,SISG,9,$400.00
1664,2015,Black Recruitment and Retention Center,SISG,33,"$43,000.00"
1665,2015,Black Students in Health Association,SISG,2,$600.00
1666,2015,Blood Pressure Project,SISG,2,$600.00
1667,2015,"Blueprint, Technology for Nonprofits",SISG,4,$200.00
1668,2015,Boalt Veteran Assistance Project,SISG,1,$500.00
1669,2015,Body Peace,SISG,3,$160.00
1670,2015,bridges Multicultural Resource Center,SISG,19,"$25,000.00"
1671,2015,Cal Berkeley Habitat for Humanity,SISG,15,"$2,200.00"
1672,2015,Cal Camp,SISG,67,"$10,000.00"
1673,2015,Cal Community Music,SISG,31,$300.00
1674,2015,Cal in Local Government,SISG,8,"$1,700.00"
1675,2015,Cal Queer & Asian,SISG,6,"$1,000.00"
1676,2015,Cal Veterans Group,SISG,7,"$2,700.00"
1677,2015,CALPIRG - California Public Interest Research Group,SISG,10,"$1,300.00"
1678,2015,Chican@/ Latin@ Architecture Student Association,SISG,2,$450.00
1679,2015,Chicano(a)s/Latino(a)s in Health Education,SISG,26,"$2,200.00"
1680,2015,Colleges Against Cancer,SISG,5,"$1,100.00"
1681,2015,CREATE - Creative Residencies for Emerging Artists Teaching Empowerment,SISG,3,$600.00
1682,2015,Dance the Bay,SISG,1,$500.00
1683,2015,Delta Sigma Theta,SISG,14,"$2,100.00"
1684,2015,Disabled Students Union,SISG,11,$600.00
1685,2015,Dr. Interns,SISG,3,$300.00
1686,2015,Drawn to Scale,SISG,5,$400.00
1687,2015,DULCE (Diabetes: Unidos Lograremos Controlar Esta Enfermedad),SISG,8,$550.00
1688,2015,East Bay Community builders,SISG,3,$600.00
1689,2015,Engineers Without Borders at Berkeley,SISG,4,$0.00
1690,2015,EthiCAL Apparel,SISG,6,$600.00
1691,2015,Expanding Your Horizons at Berkeley,SISG,4,$500.00
1692,2015,FeelGood Berkeley,SISG,8,$800.00
1693,2015,Footprintz at Berkeley,SISG,3,$600.00
1694,2015,"Gamma Zeta Alpha Fraternity, Inc.",SISG,8,"$1,200.00"
1695,2015,Gates Millennium Scholars Association,SISG,9,$650.00
1696,2015,GIANT Filmmakers,SISG,10,"$1,310.00"
1697,2015,Global Health Brigades,SISG,9,$300.00
